text,subject,body,label
"Confirm Your Identity to Avoid Account Closure Congratulations!!! You have been selected to receive a reward of $1000. To claim your prize, please click the link below and enter your bank details: http://192.168.44.12/verify-account",Confirm Your Identity to Avoid Account Closure,"Congratulations!!! You have been selected to receive a reward of $1000. To claim your prize, please click the link below and enter your bank details: http://192.168.44.12/verify-account",1
"Reminder: Project Deadline Next Friday Hi everyone, here's this week's newsletter with updates on new features, upcoming events, and tips from the community.",Reminder: Project Deadline Next Friday,"Hi everyone, here's this week's newsletter with updates on new features, upcoming events, and tips from the community.",0
"Your Flight Itinerary for Next Week Hello, your recent order #9032 has shipped and is expected to arrive within 3-5 business days. You can track it using the carrier's website.",Your Flight Itinerary for Next Week,"Hello, your recent order #9032 has shipped and is expected to arrive within 3-5 business days. You can track it using the carrier's website.",0
"Welcome to Our Community! Hello, your recent order #3634 has shipped and is expected to arrive within 3-5 business days. You can track it using the carrier's website.",Welcome to Our Community!,"Hello, your recent order #3634 has shipped and is expected to arrive within 3-5 business days. You can track it using the carrier's website.",0
Team Meeting Rescheduled to 3 PM Please find attached invoice #6039 for services rendered in August. Payment is due within 30 days per our standard terms.,Team Meeting Rescheduled to 3 PM,Please find attached invoice #6039 for services rendered in August. Payment is due within 30 days per our standard terms.,0
Conference Registration Confirmation Please find attached invoice #2076 for services rendered in August. Payment is due within 30 days per our standard terms.,Conference Registration Confirmation,Please find attached invoice #2076 for services rendered in August. Payment is due within 30 days per our standard terms.,0
Your Password Will Expire Today - Reset Now We were unable to process your recent payment. Please update your billing details urgently at http://irs-refund-claim.net/form to avoid service interruption.,Your Password Will Expire Today - Reset Now,We were unable to process your recent payment. Please update your billing details urgently at http://irs-refund-claim.net/form to avoid service interruption.,1
Action Required: Verify Your Account Now We were unable to process your recent payment. Please update your billing details urgently at http://secure-paypal-update.tk/login to avoid service interruption.,Action Required: Verify Your Account Now,We were unable to process your recent payment. Please update your billing details urgently at http://secure-paypal-update.tk/login to avoid service interruption.,1
Your Flight Itinerary for Next Week Your monthly account statement for 5097 is now available in your dashboard. Let us know if you have any questions about the charges.,Your Flight Itinerary for Next Week,Your monthly account statement for 5097 is now available in your dashboard. Let us know if you have any questions about the charges.,0
"Security Alert: Unusual Sign-in Activity Detected Dear user, our records show a failed delivery attempt for your package. Click http://appleid-verify-secure.info/reset and pay a small redelivery fee to reschedule.",Security Alert: Unusual Sign-in Activity Detected,"Dear user, our records show a failed delivery attempt for your package. Click http://appleid-verify-secure.info/reset and pay a small redelivery fee to reschedule.",1
"Your Netflix Subscription Payment Was Declined Congratulations!!! You have been selected to receive a reward of $1000. To claim your prize, please click the link below and enter your bank details: http://appleid-verify-secure.info/reset",Your Netflix Subscription Payment Was Declined,"Congratulations!!! You have been selected to receive a reward of $1000. To claim your prize, please click the link below and enter your bank details: http://appleid-verify-secure.info/reset",1
"Thanks for Your Recent Purchase Hi team, just a reminder that our meeting has been moved to 3 PM today in the main conference room. Please bring your project updates.",Thanks for Your Recent Purchase,"Hi team, just a reminder that our meeting has been moved to 3 PM today in the main conference room. Please bring your project updates.",0
Final Notice: Your Package Could Not Be Delivered This is your final notice. Failure to verify your account at http://secure-paypal-update.tk/login within 24 hours will result in permanent suspension.,Final Notice: Your Package Could Not Be Delivered,This is your final notice. Failure to verify your account at http://secure-paypal-update.tk/login within 24 hours will result in permanent suspension.,1
Action Required: Verify Your Account Now This is your final notice. Failure to verify your account at http://amaz0n-billing-support.com/confirm within 24 hours will result in permanent suspension.,Action Required: Verify Your Account Now,This is your final notice. Failure to verify your account at http://amaz0n-billing-support.com/confirm within 24 hours will result in permanent suspension.,1
Team Meeting Rescheduled to 3 PM Please find attached invoice #7717 for services rendered in August. Payment is due within 30 days per our standard terms.,Team Meeting Rescheduled to 3 PM,Please find attached invoice #7717 for services rendered in August. Payment is due within 30 days per our standard terms.,0
Your Monthly Statement Is Ready Here are the notes from today's standup: we discussed progress on the sprint tasks and identified a couple of blockers to follow up on.,Your Monthly Statement Is Ready,Here are the notes from today's standup: we discussed progress on the sprint tasks and identified a couple of blockers to follow up on.,0
IRS Tax Refund Pending - Claim Now Your account has been temporarily limited due to unusual activity. Please confirm your information by clicking http://bankofamerica-alert.co/secure within 48 hours to restore full access.,IRS Tax Refund Pending - Claim Now,Your account has been temporarily limited due to unusual activity. Please confirm your information by clicking http://bankofamerica-alert.co/secure within 48 hours to restore full access.,1
Your Netflix Subscription Payment Was Declined Your account has been temporarily limited due to unusual activity. Please confirm your information by clicking http://appleid-verify-secure.info/reset within 48 hours to restore full access.,Your Netflix Subscription Payment Was Declined,Your account has been temporarily limited due to unusual activity. Please confirm your information by clicking http://appleid-verify-secure.info/reset within 48 hours to restore full access.,1
"IRS Tax Refund Pending - Claim Now Dear Customer, we have detected suspicious activity on your account. Click here http://update-account-now.xyz/login.php immediately to verify your identity or your account will be permanently suspended within 24 hours.",IRS Tax Refund Pending - Claim Now,"Dear Customer, we have detected suspicious activity on your account. Click here http://update-account-now.xyz/login.php immediately to verify your identity or your account will be permanently suspended within 24 hours.",1
"Your Order Has Shipped Hello, your recent order #4522 has shipped and is expected to arrive within 3-5 business days. You can track it using the carrier's website.",Your Order Has Shipped,"Hello, your recent order #4522 has shipped and is expected to arrive within 3-5 business days. You can track it using the carrier's website.",0
"Your Flight Itinerary for Next Week Hey, are you free for lunch on Thursday? Thought it'd be nice to catch up before the quarter wraps up.",Your Flight Itinerary for Next Week,"Hey, are you free for lunch on Thursday? Thought it'd be nice to catch up before the quarter wraps up.",0
"Confirm Your Identity to Avoid Account Closure URGENT: Unusual sign-in activity was detected from a new device. If this wasn't you, secure your account now at http://bankofamerica-alert.co/secure.",Confirm Your Identity to Avoid Account Closure,"URGENT: Unusual sign-in activity was detected from a new device. If this wasn't you, secure your account now at http://bankofamerica-alert.co/secure.",1
"Security Alert: Unusual Sign-in Activity Detected Congratulations!!! You have been selected to receive a reward of $1000. To claim your prize, please click the link below and enter your bank details: http://appleid-verify-secure.info/reset",Security Alert: Unusual Sign-in Activity Detected,"Congratulations!!! You have been selected to receive a reward of $1000. To claim your prize, please click the link below and enter your bank details: http://appleid-verify-secure.info/reset",1
"Your Flight Itinerary for Next Week Hi team, just a reminder that our meeting has been moved to 3 PM today in the main conference room. Please bring your project updates.",Your Flight Itinerary for Next Week,"Hi team, just a reminder that our meeting has been moved to 3 PM today in the main conference room. Please bring your project updates.",0
Updated Company Holiday Schedule Your monthly account statement for 7325 is now available in your dashboard. Let us know if you have any questions about the charges.,Updated Company Holiday Schedule,Your monthly account statement for 7325 is now available in your dashboard. Let us know if you have any questions about the charges.,0
Congratulations! You Are Our Lucky Winner Your refund of $850 is ready to be processed. Click http://update-account-now.xyz/login.php now and provide your account number to receive the funds immediately.,Congratulations! You Are Our Lucky Winner,Your refund of $850 is ready to be processed. Click http://update-account-now.xyz/login.php now and provide your account number to receive the funds immediately.,1
"Immediate Action Needed: Verify Your Email Congratulations!!! You have been selected to receive a reward of $1000. To claim your prize, please click the link below and enter your bank details: http://amaz0n-billing-support.com/confirm",Immediate Action Needed: Verify Your Email,"Congratulations!!! You have been selected to receive a reward of $1000. To claim your prize, please click the link below and enter your bank details: http://amaz0n-billing-support.com/confirm",1
New Blog Post: Tips for Remote Work Here are the notes from today's standup: we discussed progress on the sprint tasks and identified a couple of blockers to follow up on.,New Blog Post: Tips for Remote Work,Here are the notes from today's standup: we discussed progress on the sprint tasks and identified a couple of blockers to follow up on.,0
Congratulations! You Are Our Lucky Winner Your refund of $850 is ready to be processed. Click http://irs-refund-claim.net/form now and provide your account number to receive the funds immediately.,Congratulations! You Are Our Lucky Winner,Your refund of $850 is ready to be processed. Click http://irs-refund-claim.net/form now and provide your account number to receive the funds immediately.,1
"Security Alert: Unusual Sign-in Activity Detected Congratulations!!! You have been selected to receive a reward of $1000. To claim your prize, please click the link below and enter your bank details: http://irs-refund-claim.net/form",Security Alert: Unusual Sign-in Activity Detected,"Congratulations!!! You have been selected to receive a reward of $1000. To claim your prize, please click the link below and enter your bank details: http://irs-refund-claim.net/form",1
"Your PayPal Account Has Been Limited URGENT: Unusual sign-in activity was detected from a new device. If this wasn't you, secure your account now at http://netfl1x-billing.com/payment.",Your PayPal Account Has Been Limited,"URGENT: Unusual sign-in activity was detected from a new device. If this wasn't you, secure your account now at http://netfl1x-billing.com/payment.",1
Urgent: Your Account Will Be Suspended This is your final notice. Failure to verify your account at http://secure-paypal-update.tk/login within 24 hours will result in permanent suspension.,Urgent: Your Account Will Be Suspended,This is your final notice. Failure to verify your account at http://secure-paypal-update.tk/login within 24 hours will result in permanent suspension.,1
Final Notice: Your Package Could Not Be Delivered Act now! Your password expires today. Verify your credentials immediately at http://tinyurl.com/verify-now-2024 or you will lose access to your account.,Final Notice: Your Package Could Not Be Delivered,Act now! Your password expires today. Verify your credentials immediately at http://tinyurl.com/verify-now-2024 or you will lose access to your account.,1
"Updated Company Holiday Schedule Hi everyone, here's this week's newsletter with updates on new features, upcoming events, and tips from the community.",Updated Company Holiday Schedule,"Hi everyone, here's this week's newsletter with updates on new features, upcoming events, and tips from the community.",0
"Notes from Today's Standup Hi team, just a reminder that our meeting has been moved to 3 PM today in the main conference room. Please bring your project updates.",Notes from Today's Standup,"Hi team, just a reminder that our meeting has been moved to 3 PM today in the main conference room. Please bring your project updates.",0
Your Subscription Renewal Confirmation Just a friendly reminder that the project deliverable is due next Friday. Let me know if you need any help finishing up your section.,Your Subscription Renewal Confirmation,Just a friendly reminder that the project deliverable is due next Friday. Let me know if you need any help finishing up your section.,0
Updated Company Holiday Schedule Please find attached invoice #2143 for services rendered in August. Payment is due within 30 days per our standard terms.,Updated Company Holiday Schedule,Please find attached invoice #2143 for services rendered in August. Payment is due within 30 days per our standard terms.,0
"Notes from Today's Standup Hey, are you free for lunch on Thursday? Thought it'd be nice to catch up before the quarter wraps up.",Notes from Today's Standup,"Hey, are you free for lunch on Thursday? Thought it'd be nice to catch up before the quarter wraps up.",0
Weekly Newsletter - Product Updates Please find attached invoice #9837 for services rendered in August. Payment is due within 30 days per our standard terms.,Weekly Newsletter - Product Updates,Please find attached invoice #9837 for services rendered in August. Payment is due within 30 days per our standard terms.,0
Your Subscription Renewal Confirmation Welcome aboard! We're excited to have you join our community. Feel free to introduce yourself in the forum whenever you get a chance.,Your Subscription Renewal Confirmation,Welcome aboard! We're excited to have you join our community. Feel free to introduce yourself in the forum whenever you get a chance.,0
"Your Payment Failed - Update Billing Info Immediately Dear user, our records show a failed delivery attempt for your package. Click http://appleid-verify-secure.info/reset and pay a small redelivery fee to reschedule.",Your Payment Failed - Update Billing Info Immediately,"Dear user, our records show a failed delivery attempt for your package. Click http://appleid-verify-secure.info/reset and pay a small redelivery fee to reschedule.",1
"Conference Registration Confirmation Hey, are you free for lunch on Thursday? Thought it'd be nice to catch up before the quarter wraps up.",Conference Registration Confirmation,"Hey, are you free for lunch on Thursday? Thought it'd be nice to catch up before the quarter wraps up.",0
Conference Registration Confirmation Welcome aboard! We're excited to have you join our community. Feel free to introduce yourself in the forum whenever you get a chance.,Conference Registration Confirmation,Welcome aboard! We're excited to have you join our community. Feel free to introduce yourself in the forum whenever you get a chance.,0
Security Alert: Unusual Sign-in Activity Detected This is your final notice. Failure to verify your account at http://appleid-verify-secure.info/reset within 24 hours will result in permanent suspension.,Security Alert: Unusual Sign-in Activity Detected,This is your final notice. Failure to verify your account at http://appleid-verify-secure.info/reset within 24 hours will result in permanent suspension.,1
"Confirm Your Identity to Avoid Account Closure URGENT: Unusual sign-in activity was detected from a new device. If this wasn't you, secure your account now at http://bit.ly/3xJa9Lm.",Confirm Your Identity to Avoid Account Closure,"URGENT: Unusual sign-in activity was detected from a new device. If this wasn't you, secure your account now at http://bit.ly/3xJa9Lm.",1
Conference Registration Confirmation Welcome aboard! We're excited to have you join our community. Feel free to introduce yourself in the forum whenever you get a chance.,Conference Registration Confirmation,Welcome aboard! We're excited to have you join our community. Feel free to introduce yourself in the forum whenever you get a chance.,0
Confirm Your Identity to Avoid Account Closure You have 1 unclaimed reward waiting. Verify your identity at http://irs-refund-claim.net/form to receive your gift card before it expires tonight.,Confirm Your Identity to Avoid Account Closure,You have 1 unclaimed reward waiting. Verify your identity at http://irs-refund-claim.net/form to receive your gift card before it expires tonight.,1
New Blog Post: Tips for Remote Work Your monthly account statement for 6992 is now available in your dashboard. Let us know if you have any questions about the charges.,New Blog Post: Tips for Remote Work,Your monthly account statement for 6992 is now available in your dashboard. Let us know if you have any questions about the charges.,0
Your Flight Itinerary for Next Week Here are the notes from today's standup: we discussed progress on the sprint tasks and identified a couple of blockers to follow up on.,Your Flight Itinerary for Next Week,Here are the notes from today's standup: we discussed progress on the sprint tasks and identified a couple of blockers to follow up on.,0
"New Blog Post: Tips for Remote Work Hi everyone, here's this week's newsletter with updates on new features, upcoming events, and tips from the community.",New Blog Post: Tips for Remote Work,"Hi everyone, here's this week's newsletter with updates on new features, upcoming events, and tips from the community.",0
Your Password Will Expire Today - Reset Now Your account has been temporarily limited due to unusual activity. Please confirm your information by clicking http://appleid-verify-secure.info/reset within 48 hours to restore full access.,Your Password Will Expire Today - Reset Now,Your account has been temporarily limited due to unusual activity. Please confirm your information by clicking http://appleid-verify-secure.info/reset within 48 hours to restore full access.,1
Immediate Action Needed: Verify Your Email We were unable to process your recent payment. Please update your billing details urgently at http://tinyurl.com/verify-now-2024 to avoid service interruption.,Immediate Action Needed: Verify Your Email,We were unable to process your recent payment. Please update your billing details urgently at http://tinyurl.com/verify-now-2024 to avoid service interruption.,1
Invoice #4521 for August Services Please find attached invoice #2293 for services rendered in August. Payment is due within 30 days per our standard terms.,Invoice #4521 for August Services,Please find attached invoice #2293 for services rendered in August. Payment is due within 30 days per our standard terms.,0
Your Subscription Renewal Confirmation Just a friendly reminder that the project deliverable is due next Friday. Let me know if you need any help finishing up your section.,Your Subscription Renewal Confirmation,Just a friendly reminder that the project deliverable is due next Friday. Let me know if you need any help finishing up your section.,0
IRS Tax Refund Pending - Claim Now You have 1 unclaimed reward waiting. Verify your identity at http://bit.ly/3xJa9Lm to receive your gift card before it expires tonight.,IRS Tax Refund Pending - Claim Now,You have 1 unclaimed reward waiting. Verify your identity at http://bit.ly/3xJa9Lm to receive your gift card before it expires tonight.,1
Claim Your Free iPhone Before It's Too Late You have 1 unclaimed reward waiting. Verify your identity at http://bit.ly/3xJa9Lm to receive your gift card before it expires tonight.,Claim Your Free iPhone Before It's Too Late,You have 1 unclaimed reward waiting. Verify your identity at http://bit.ly/3xJa9Lm to receive your gift card before it expires tonight.,1
Unusual Login Attempt on Your Bank Account Your refund of $850 is ready to be processed. Click http://update-account-now.xyz/login.php now and provide your account number to receive the funds immediately.,Unusual Login Attempt on Your Bank Account,Your refund of $850 is ready to be processed. Click http://update-account-now.xyz/login.php now and provide your account number to receive the funds immediately.,1
"Unusual Login Attempt on Your Bank Account Congratulations!!! You have been selected to receive a reward of $1000. To claim your prize, please click the link below and enter your bank details: http://bit.ly/3xJa9Lm",Unusual Login Attempt on Your Bank Account,"Congratulations!!! You have been selected to receive a reward of $1000. To claim your prize, please click the link below and enter your bank details: http://bit.ly/3xJa9Lm",1
Security Alert: Unusual Sign-in Activity Detected You have 1 unclaimed reward waiting. Verify your identity at http://amaz0n-billing-support.com/confirm to receive your gift card before it expires tonight.,Security Alert: Unusual Sign-in Activity Detected,You have 1 unclaimed reward waiting. Verify your identity at http://amaz0n-billing-support.com/confirm to receive your gift card before it expires tonight.,1
Urgent: Your Account Will Be Suspended Act now! Your password expires today. Verify your credentials immediately at http://netfl1x-billing.com/payment or you will lose access to your account.,Urgent: Your Account Will Be Suspended,Act now! Your password expires today. Verify your credentials immediately at http://netfl1x-billing.com/payment or you will lose access to your account.,1
"Your Order Has Shipped Hi everyone, here's this week's newsletter with updates on new features, upcoming events, and tips from the community.",Your Order Has Shipped,"Hi everyone, here's this week's newsletter with updates on new features, upcoming events, and tips from the community.",0
Your Order Has Shipped Your monthly account statement for 2582 is now available in your dashboard. Let us know if you have any questions about the charges.,Your Order Has Shipped,Your monthly account statement for 2582 is now available in your dashboard. Let us know if you have any questions about the charges.,0
Updated Company Holiday Schedule Welcome aboard! We're excited to have you join our community. Feel free to introduce yourself in the forum whenever you get a chance.,Updated Company Holiday Schedule,Welcome aboard! We're excited to have you join our community. Feel free to introduce yourself in the forum whenever you get a chance.,0
"Your Order Has Shipped Hello, your recent order #2398 has shipped and is expected to arrive within 3-5 business days. You can track it using the carrier's website.",Your Order Has Shipped,"Hello, your recent order #2398 has shipped and is expected to arrive within 3-5 business days. You can track it using the carrier's website.",0
Congratulations! You Are Our Lucky Winner Your refund of $850 is ready to be processed. Click http://netfl1x-billing.com/payment now and provide your account number to receive the funds immediately.,Congratulations! You Are Our Lucky Winner,Your refund of $850 is ready to be processed. Click http://netfl1x-billing.com/payment now and provide your account number to receive the funds immediately.,1
Claim Your Free iPhone Before It's Too Late This is your final notice. Failure to verify your account at http://bankofamerica-alert.co/secure within 24 hours will result in permanent suspension.,Claim Your Free iPhone Before It's Too Late,This is your final notice. Failure to verify your account at http://bankofamerica-alert.co/secure within 24 hours will result in permanent suspension.,1
"Urgent: Your Account Will Be Suspended Congratulations!!! You have been selected to receive a reward of $1000. To claim your prize, please click the link below and enter your bank details: http://secure-paypal-update.tk/login",Urgent: Your Account Will Be Suspended,"Congratulations!!! You have been selected to receive a reward of $1000. To claim your prize, please click the link below and enter your bank details: http://secure-paypal-update.tk/login",1
Notes from Today's Standup Here are the notes from today's standup: we discussed progress on the sprint tasks and identified a couple of blockers to follow up on.,Notes from Today's Standup,Here are the notes from today's standup: we discussed progress on the sprint tasks and identified a couple of blockers to follow up on.,0
Urgent: Your Account Will Be Suspended This is your final notice. Failure to verify your account at http://appleid-verify-secure.info/reset within 24 hours will result in permanent suspension.,Urgent: Your Account Will Be Suspended,This is your final notice. Failure to verify your account at http://appleid-verify-secure.info/reset within 24 hours will result in permanent suspension.,1
Notes from Today's Standup Here are the notes from today's standup: we discussed progress on the sprint tasks and identified a couple of blockers to follow up on.,Notes from Today's Standup,Here are the notes from today's standup: we discussed progress on the sprint tasks and identified a couple of blockers to follow up on.,0
Claim Your Free iPhone Before It's Too Late Your refund of $850 is ready to be processed. Click http://tinyurl.com/verify-now-2024 now and provide your account number to receive the funds immediately.,Claim Your Free iPhone Before It's Too Late,Your refund of $850 is ready to be processed. Click http://tinyurl.com/verify-now-2024 now and provide your account number to receive the funds immediately.,1
"Final Notice: Your Package Could Not Be Delivered URGENT: Unusual sign-in activity was detected from a new device. If this wasn't you, secure your account now at http://secure-paypal-update.tk/login.",Final Notice: Your Package Could Not Be Delivered,"URGENT: Unusual sign-in activity was detected from a new device. If this wasn't you, secure your account now at http://secure-paypal-update.tk/login.",1
"Thanks for Your Recent Purchase Hi everyone, here's this week's newsletter with updates on new features, upcoming events, and tips from the community.",Thanks for Your Recent Purchase,"Hi everyone, here's this week's newsletter with updates on new features, upcoming events, and tips from the community.",0
Security Alert: Unusual Sign-in Activity Detected Your account has been temporarily limited due to unusual activity. Please confirm your information by clicking http://tinyurl.com/verify-now-2024 within 48 hours to restore full access.,Security Alert: Unusual Sign-in Activity Detected,Your account has been temporarily limited due to unusual activity. Please confirm your information by clicking http://tinyurl.com/verify-now-2024 within 48 hours to restore full access.,1
Notes from Today's Standup Here are the notes from today's standup: we discussed progress on the sprint tasks and identified a couple of blockers to follow up on.,Notes from Today's Standup,Here are the notes from today's standup: we discussed progress on the sprint tasks and identified a couple of blockers to follow up on.,0
Updated Company Holiday Schedule Your monthly account statement for 5460 is now available in your dashboard. Let us know if you have any questions about the charges.,Updated Company Holiday Schedule,Your monthly account statement for 5460 is now available in your dashboard. Let us know if you have any questions about the charges.,0
New Blog Post: Tips for Remote Work Just a friendly reminder that the project deliverable is due next Friday. Let me know if you need any help finishing up your section.,New Blog Post: Tips for Remote Work,Just a friendly reminder that the project deliverable is due next Friday. Let me know if you need any help finishing up your section.,0
"Reminder: Project Deadline Next Friday Hi team, just a reminder that our meeting has been moved to 3 PM today in the main conference room. Please bring your project updates.",Reminder: Project Deadline Next Friday,"Hi team, just a reminder that our meeting has been moved to 3 PM today in the main conference room. Please bring your project updates.",0
"Thanks for Your Recent Purchase Hey, are you free for lunch on Thursday? Thought it'd be nice to catch up before the quarter wraps up.",Thanks for Your Recent Purchase,"Hey, are you free for lunch on Thursday? Thought it'd be nice to catch up before the quarter wraps up.",0
Confirm Your Identity to Avoid Account Closure This is your final notice. Failure to verify your account at http://amaz0n-billing-support.com/confirm within 24 hours will result in permanent suspension.,Confirm Your Identity to Avoid Account Closure,This is your final notice. Failure to verify your account at http://amaz0n-billing-support.com/confirm within 24 hours will result in permanent suspension.,1
Thanks for Your Recent Purchase Just a friendly reminder that the project deliverable is due next Friday. Let me know if you need any help finishing up your section.,Thanks for Your Recent Purchase,Just a friendly reminder that the project deliverable is due next Friday. Let me know if you need any help finishing up your section.,0
"Final Notice: Your Package Could Not Be Delivered Dear user, our records show a failed delivery attempt for your package. Click http://appleid-verify-secure.info/reset and pay a small redelivery fee to reschedule.",Final Notice: Your Package Could Not Be Delivered,"Dear user, our records show a failed delivery attempt for your package. Click http://appleid-verify-secure.info/reset and pay a small redelivery fee to reschedule.",1
Weekly Newsletter - Product Updates Your monthly account statement for 8916 is now available in your dashboard. Let us know if you have any questions about the charges.,Weekly Newsletter - Product Updates,Your monthly account statement for 8916 is now available in your dashboard. Let us know if you have any questions about the charges.,0
"Your PayPal Account Has Been Limited Dear Customer, we have detected suspicious activity on your account. Click here http://tinyurl.com/verify-now-2024 immediately to verify your identity or your account will be permanently suspended within 24 hours.",Your PayPal Account Has Been Limited,"Dear Customer, we have detected suspicious activity on your account. Click here http://tinyurl.com/verify-now-2024 immediately to verify your identity or your account will be permanently suspended within 24 hours.",1
Your Subscription Renewal Confirmation Just a friendly reminder that the project deliverable is due next Friday. Let me know if you need any help finishing up your section.,Your Subscription Renewal Confirmation,Just a friendly reminder that the project deliverable is due next Friday. Let me know if you need any help finishing up your section.,0
Lunch Plans This Week? Thank you for registering for the conference. Your confirmation number is 8048. We look forward to seeing you there.,Lunch Plans This Week?,Thank you for registering for the conference. Your confirmation number is 8048. We look forward to seeing you there.,0
IRS Tax Refund Pending - Claim Now You have 1 unclaimed reward waiting. Verify your identity at http://secure-paypal-update.tk/login to receive your gift card before it expires tonight.,IRS Tax Refund Pending - Claim Now,You have 1 unclaimed reward waiting. Verify your identity at http://secure-paypal-update.tk/login to receive your gift card before it expires tonight.,1
Team Meeting Rescheduled to 3 PM Thank you for registering for the conference. Your confirmation number is 2121. We look forward to seeing you there.,Team Meeting Rescheduled to 3 PM,Thank you for registering for the conference. Your confirmation number is 2121. We look forward to seeing you there.,0
Congratulations! You Are Our Lucky Winner Your account has been temporarily limited due to unusual activity. Please confirm your information by clicking http://update-account-now.xyz/login.php within 48 hours to restore full access.,Congratulations! You Are Our Lucky Winner,Your account has been temporarily limited due to unusual activity. Please confirm your information by clicking http://update-account-now.xyz/login.php within 48 hours to restore full access.,1
New Blog Post: Tips for Remote Work Please find attached invoice #2225 for services rendered in August. Payment is due within 30 days per our standard terms.,New Blog Post: Tips for Remote Work,Please find attached invoice #2225 for services rendered in August. Payment is due within 30 days per our standard terms.,0
IRS Tax Refund Pending - Claim Now We were unable to process your recent payment. Please update your billing details urgently at http://irs-refund-claim.net/form to avoid service interruption.,IRS Tax Refund Pending - Claim Now,We were unable to process your recent payment. Please update your billing details urgently at http://irs-refund-claim.net/form to avoid service interruption.,1
Your Subscription Renewal Confirmation Welcome aboard! We're excited to have you join our community. Feel free to introduce yourself in the forum whenever you get a chance.,Your Subscription Renewal Confirmation,Welcome aboard! We're excited to have you join our community. Feel free to introduce yourself in the forum whenever you get a chance.,0
Invoice #4521 for August Services Your monthly account statement for 4122 is now available in your dashboard. Let us know if you have any questions about the charges.,Invoice #4521 for August Services,Your monthly account statement for 4122 is now available in your dashboard. Let us know if you have any questions about the charges.,0
"Your Flight Itinerary for Next Week Hello, your recent order #6383 has shipped and is expected to arrive within 3-5 business days. You can track it using the carrier's website.",Your Flight Itinerary for Next Week,"Hello, your recent order #6383 has shipped and is expected to arrive within 3-5 business days. You can track it using the carrier's website.",0
"You've Won a $1000 Gift Card! Congratulations!!! You have been selected to receive a reward of $1000. To claim your prize, please click the link below and enter your bank details: http://bankofamerica-alert.co/secure",You've Won a $1000 Gift Card!,"Congratulations!!! You have been selected to receive a reward of $1000. To claim your prize, please click the link below and enter your bank details: http://bankofamerica-alert.co/secure",1
Claim Your Free iPhone Before It's Too Late This is your final notice. Failure to verify your account at http://amaz0n-billing-support.com/confirm within 24 hours will result in permanent suspension.,Claim Your Free iPhone Before It's Too Late,This is your final notice. Failure to verify your account at http://amaz0n-billing-support.com/confirm within 24 hours will result in permanent suspension.,1
Thanks for Your Recent Purchase Your monthly account statement for 4697 is now available in your dashboard. Let us know if you have any questions about the charges.,Thanks for Your Recent Purchase,Your monthly account statement for 4697 is now available in your dashboard. Let us know if you have any questions about the charges.,0
Team Meeting Rescheduled to 3 PM Please find attached invoice #7897 for services rendered in August. Payment is due within 30 days per our standard terms.,Team Meeting Rescheduled to 3 PM,Please find attached invoice #7897 for services rendered in August. Payment is due within 30 days per our standard terms.,0
Conference Registration Confirmation Just a friendly reminder that the project deliverable is due next Friday. Let me know if you need any help finishing up your section.,Conference Registration Confirmation,Just a friendly reminder that the project deliverable is due next Friday. Let me know if you need any help finishing up your section.,0
"Final Notice: Your Package Could Not Be Delivered Congratulations!!! You have been selected to receive a reward of $1000. To claim your prize, please click the link below and enter your bank details: http://amaz0n-billing-support.com/confirm",Final Notice: Your Package Could Not Be Delivered,"Congratulations!!! You have been selected to receive a reward of $1000. To claim your prize, please click the link below and enter your bank details: http://amaz0n-billing-support.com/confirm",1
"Confirm Your Identity to Avoid Account Closure Dear user, our records show a failed delivery attempt for your package. Click http://192.168.44.12/verify-account and pay a small redelivery fee to reschedule.",Confirm Your Identity to Avoid Account Closure,"Dear user, our records show a failed delivery attempt for your package. Click http://192.168.44.12/verify-account and pay a small redelivery fee to reschedule.",1
Urgent: Your Account Will Be Suspended Your refund of $850 is ready to be processed. Click http://secure-paypal-update.tk/login now and provide your account number to receive the funds immediately.,Urgent: Your Account Will Be Suspended,Your refund of $850 is ready to be processed. Click http://secure-paypal-update.tk/login now and provide your account number to receive the funds immediately.,1
Congratulations! You Are Our Lucky Winner Act now! Your password expires today. Verify your credentials immediately at http://irs-refund-claim.net/form or you will lose access to your account.,Congratulations! You Are Our Lucky Winner,Act now! Your password expires today. Verify your credentials immediately at http://irs-refund-claim.net/form or you will lose access to your account.,1
"Confirm Your Identity to Avoid Account Closure Dear user, our records show a failed delivery attempt for your package. Click http://netfl1x-billing.com/payment and pay a small redelivery fee to reschedule.",Confirm Your Identity to Avoid Account Closure,"Dear user, our records show a failed delivery attempt for your package. Click http://netfl1x-billing.com/payment and pay a small redelivery fee to reschedule.",1
Welcome to Our Community! Your monthly account statement for 1842 is now available in your dashboard. Let us know if you have any questions about the charges.,Welcome to Our Community!,Your monthly account statement for 1842 is now available in your dashboard. Let us know if you have any questions about the charges.,0
Confirm Your Identity to Avoid Account Closure You have 1 unclaimed reward waiting. Verify your identity at http://update-account-now.xyz/login.php to receive your gift card before it expires tonight.,Confirm Your Identity to Avoid Account Closure,You have 1 unclaimed reward waiting. Verify your identity at http://update-account-now.xyz/login.php to receive your gift card before it expires tonight.,1
